#Software: SGOS 3.2.4.8
#Version: 1.0
#Date: 2005-04-12 19:56:33
#Fields: date time time-taken c-ip sc-status s-action sc-bytes cs-bytes cs-method cs-uri-scheme cs-host cs-uri-path cs-uri-query cs-username s-hierarchy s-supplier-name rs(Content-Type) cs(User-Agent) sc-filter-result sc-filter-category x-virus-id s-ip s-sitename x-virus-details x-icap-error-code x-icap-error-details
2005-04-30 01:34:21 153 45.0.0.86 200 TCP_NC_MISS 115 3687 GET http 216.115.213.18 /Jedi ?request=log&session=1860011456&client=1519045291&iv=0&body=T%253d2005-04-29+09%253a04%253a18+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d00%2526X%253d%252f0MxSeRFgl5z4Id%252fX%252bLwFsFEf6br%252f0AKKN8I42W1JQjuQxFV2r4NtrOEc5pMhcj8%252bH27CUCHc6DKGRbCxLtoMe%252fHnDbCi0O7kx0lUefW59LK7Iead%252fz%252b37Tup7eG4kZKdS7Ennu45sxgBritPcbc%252fcRn3maxeFJFew%253d%253d%250d%250aT%253d2005-04-29+09%253a04%253a18+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d01%2526X%253divwsugznwI%252fP86PaAHguj%252bZcxxzBouCm5B8GPonERfmzoPE2U7evKiKXkOZZ33CbEV1ZDTLXT6NRXNt7vlx4PhmYk3mMWnhL8PqOES7C1m0Gr183frkrg4npG7Dur6YJOvj3owVMuKXJ7x9uTD9dnzv6FA%253d%253d%250d%250aT%253d2005-04-29+09%253a04%253a18+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d02%2526X%253dkFIJaM0DwDdlLJoxNbkjNExoM%252f5%252bHibl3R2ZLnRt0ROk%252bNAwyF8j7Q0I9zFyyTAJn22FaUUiwOjQ0924lhpJ3T0EvEEPQott3GHHt1pPS8R%252fwkz73QXL4rhq8hGu0oTFScc8awu%252fEbMIqIQPJ30Cs0tZig%253d%253d%250d%250aT%253d2005-04-29+09%253a04%253a30+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d03%2526X%253dRAhPHehMYxegrchUS%252bRYrhYNNWleyEUmJ7LeU6bR91%252bsUCtJVSgBhvkg9uEbFN9Ym15ONoPlX0AUR2GYW%252fIMi80OGJGJv%252btcG3ywLofhrXii%250d%250aT%253d2005-04-29+09%253a04%253a30+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d04%2526X%253dgg%252bYUtBmDDH86yvBed3O4z0t67mO88JenqCoXo%252bqE7NGm2XsytthwuMaYF2UsvWOwK5a5lhkwpk%252b1wxRerpL3mbn8RFDFGcmSvJl%252f8si7Gip2VtYN%252b8f2nRsmwx1dfLQb7n8hJV0%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d05%2526X%253dHWeEjezP6HFL1%252faS2H68Jas86M1%252fxtU9HO0asgvDMtK4P8Ww7AnFtYmyxecHi3ZYEdZfLcqiT8YsHDDRSJEwRuxU0tBw5f5ZMlRlBV%252blpg71Cs6BxYaDhevtJx0MS1h9jxFNn8y4npIOmhKqu1%252f1EUdjh6t34fk%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d06%2526X%253dRFwCXGo0wCGKVWYFbwoOyNZbLccfA0TBNeIQywY4522eD5NkJdFJeldn7GrorO4DQSRxUcJKQennpfWX6tZl%252bbGMvQFzWKNSmuKZKFaRTO%252fz2HMB4jbMz58NI0OKAjWtfcX0s4YppjQYy4TNK%252bGSAg%253d%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d07%2526X%253dCwvZ2UkDGBSTXsAXDXOUA7I%252f3fjhUoEHI9wY%252bYeCIB8YnehKCphsTuacq4iOHjETolwQJa9qr4ZwvbwjYzhM6hsTCxVuIYGZ7L46OtWKxt%252f3YNHxlZmwnIQOjgcrTnWBGkAQ7jQ7NFue3%252fwLoweqlGzsJF9Vb%252f8%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d08%2526X%253dFb3knfkXqychYDVVDOOIIfUEFj%252fg%252fbDPmyuZ49p2ZCrqIuM%252f%252bOBTxmQHjfgcUJKrutIk%252bEHLt2E%252bcnxtNL6Q5kJdU6TEe8I6Z4kFM175ubYbptLgmJH%252bTwy7MbyRFnaOOw%253d%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d09%2526X%253d7I3Offw6PVy0gDLBP6RxPVY%252btx18p6DWVUifMO8V7XjCTZ3eiddT%252fpg4htjrWv%252fw0dh3pUwY82hPpZgBEu4HV3FFDSaP9ltQGkhxA5repmRgF8RbHQtpjC89J29R2n%252feZlG8ilo7ibgIVWUcKQw8DknCw8FbL06%252bjaGdjKpTZPRwo1eAF0DhVVg4m9i%252b%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d10%2526X%253dKiTrbw8ILIpsOYSEn%252fKg9mWuXKexdllxMEWuAT5k8aBZmo6CvH2t6wLiGYkIGSjUuNBRNqIUOGkcCvcuS67YzK2TMloS9FWSWzC3omnEwYoneTHI%252fqsLnp7zSbJeYLpP7W0cYf6pPOZPi2GCQGLLOrBe3bV7824UnjpAfeOVzI3zcOlv14xm%252bYE%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d11%2526X%253dX1AsD6EUNt3HpmxxS%252b8clBNO59fI%252fTqukmHiNQihacH5pRC3V3LY7SW2GnZwydPpxlLwtKuhgwOPxPKZDpMPsPhnL0jaKPZBIENPkr2%252b%252baTNfHfuw7NYB6YjBFLClrwwWAjT9kXcgDRONMGmBosLYwYF%252bnurES7%252fAqOYPDm1XR%252bZ44QH%252fb7DNDzWHsg%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d12%2526X%253detfVwryluyPPbZSzeLNnqbmvinmmlRhwsHc402tfuh7JQLGt%252bn2AL31Lpjd6WsRsWUDA2PjgZWsYBjCtxjcFch%252fjwBxJmNxxwFD%252bysrp8%252b0xUV9h6770ROVrb%252f3benylo%252fTGbbSXHUoPAZ31GqC75FwMCTIWOZmPZ3I%253d%250d%250aT%253d2005-04-29+09%253a04%253a44+PST%2526L%253di%2526M%253d%255bg2viewer.exe%255d%2526N%253d13%2526X%253djXTe10ulKFd63lMcItmQxgws8Ropl4hNRAs8UMoIIxSiEdmfioln5ae39EfGKeVVceL6RzWMv4gSdaa5IZzqTuiVVz8V4KUYTYNxg2AzGGYg%252fXI1gcpMh5GnBhIHztt2UuAgqjH1E%252fYl%250d%250a - DIRECT 216.115.213.18 - - PROXIED none - 192.16.170.42 SG-HTTP-Service - none -
2005-04-29 15:16:35 1 45.14.1.203 406 TCP_NC_MISS 8996 4294967290 <s:datatype - - / - - NONE 192.16.170.42 - - PROXIED unavailable - 192.16.170.42 SG-HTTP-Service - - -
2005-04-28 18:42:39 189 45.0.0.177 200 TCP_MISS 1671 475 GET http www.eicar.com /download/eicar.com.txt - - DIRECT www.eicar.com text/html "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts-MyWay)" PROXIED Computers/Internet "EICAR test file" 192.16.170.42 SG-HTTP-Service "Virus: EICAR test file; File: eicar.com.txt; Sub File: No file name available; Vendor: Network Associates, Inc (McAfee); Engine error code: None; Engine version: 10.21; Pattern version: 4.3.20.124611; Pattern date: 04/27/2005 04:40:00" none -XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX%25u9090%25u6858%25ucbd3%25u7801%25u9090%25u6858%25ucbd3%25u7801%25u9090%25u6858%25ucbd3%25u7801%25u9090%25u9090%25u8190%25u00c3%25u0003%25u8b00%25u531b%25u53ff%25u0078%25u0000%25u00=a - NONE - - - PROXIED none - 192.16.170.42 SG-HTTP-Service - - -
2005-04-12 21:03:45 74603 192.16.170.46 503 TCP_ERR_MISS 1736 430 GET http www.yahoo.com / - - NONE 192.16.170.42 - "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7.6) Gecko/20050317 Firefox/1.0.2" DENIED none - 192.16.170.42 SG-HTTP-Service - server_unavailable "Server unavailable: No ICAP server is available to process request."
2005-04-13 18:44:34 2 192.16.170.46 400 TCP_NC_MISS 1704 105 unknown - - / - - NONE 192.16.170.42 - - PROXIED unavailable - 192.16.170.42 SG-HTTP-Service - - -
2005-04-13 18:44:34 1 192.16.170.46 400 TCP_NC_MISS 1704 105 unknown - - / - - NONE 192.16.170.42 - - PROXIED unavailable - 192.16.170.42 SG-HTTP-Service - - -
2005-04-12 21:03:45 57358 192.16.170.46 503 TCP_ERR_MISS 1736 617 GET http www.yahoo.com / - - NONE 192.16.170.42 - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)" DENIED none - 192.16.170.42 SG-HTTP-Service - server_unavailable "Server unavailable: No ICAP server is available to process request."
2005-04-12 21:58:45 74630 192.16.170.45 503 TCP_ERR_MISS 1736 853 GET http www.yahoo.com /p.gif ?t=1113343012&_ylp=A0SOxU0kRFxC_xUBngL1cSkA&hp=0&ct=lan&sh=768&sw=1024&ch=508&cw=803&ni=18&sss=1113343012&t1=1113343001193&d1=1582&d2=1612&d3=3104&d4=3234&d5=24625 - NONE 192.16.170.43 - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts-MyWay)" DENIED none - 192.16.170.43 SG-HTTP-Service - server_unavailable "Server unavailable: No ICAP server is available to process request."
2005-04-12 22:00:18 63358 192.16.170.45 503 TCP_ERR_MISS 1736 854 GET http www.yahoo.com /p.gif ?t=1113343012&_ylp=A0SOxU0kRFxC_xUBngL1cSkA&hp=0&ct=lan&sh=768&sw=1024&ch=508&cw=803&ni=18&sss=1113343012&t1=1113343001193&d1=1582&d2=1612&d3=3104&d4=3234&d5=126281 - NONE 192.16.170.43 - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts-MyWay)" DENIED none - 192.16.170.43 SG-HTTP-Service - server_unavailable "Server unavailable: No ICAP server is available to process request."
2005-04-12 22:00:18 74748 192.16.170.45 503 TCP_ERR_MISS 1736 853 GET http www.yahoo.com /p.gif ?t=1113343012&_ylp=A0SOxU0kRFxC_xUBngL1cSkA&hp=0&ct=lan&sh=768&sw=1024&ch=508&cw=803&ni=18&sss=1113343012&t1=1113343001193&d1=1582&d2=1612&d3=3104&d4=3234&d5=42641 - NONE 192.16.170.43 - "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; FunWebProducts-MyWay)" DENIED none - 192.16.170.43 SG-HTTP-Service - server_unavailable "Server unavailable: No ICAP server is available to process request."
