Mar 14 10:01:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:12:01:48 +0200] "GET / HTTP/1.1" 200 225 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)" 150.70.173.52, 10.24.5.39
Mar 14 13:40:30 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:15:40:29 +0200] "GET http://testp5.mielno.lubin.pl/testproxy.php HTTP/1.1" 404 458 "-" "Mozilla/5.0 (Windows NT 5.1; rv:32.0) Gecko/20100101 Firefox/31.0" 178.216.200.155, 10.24.5.39
Mar 14 21:34:30 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:25 +0200] "GET //db/scripts/setup.php HTTP/1.1" 404 474 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:40 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:31 +0200] "GET //mysql/scripts/setup.php HTTP/1.1" 404 477 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:40 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:35 +0200] "GET //typo3/phpmyadmin/scripts/setup.php HTTP/1.1" 404 488 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:46 +0200] "GET //phpmyadmin1/scripts/setup.php HTTP/1.1" 404 483 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:46 +0200] "GET //phpmyadmin2/scripts/setup.php HTTP/1.1" 404 483 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:47 +0200] "GET //pma/scripts/setup.php HTTP/1.1" 404 475 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:47 +0200] "GET //web/phpMyAdmin/scripts/setup.php HTTP/1.1" 404 486 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:48 +0200] "GET //xampp/phpmyadmin/scripts/setup.php HTTP/1.1" 404 488 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:48 +0200] "GET //web/scripts/setup.php HTTP/1.1" 404 475 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:49 +0200] "GET //php-my-admin/scripts/setup.php HTTP/1.1" 404 484 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:34:50 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:49 +0200] "GET //websql/scripts/setup.php HTTP/1.1" 404 478 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:50 +0200] "GET //phpmyadmin/scripts/setup.php HTTP/1.1" 404 482 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:51 +0200] "GET //phpMyAdmin/scripts/setup.php HTTP/1.1" 404 482 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:51 +0200] "GET //phpMyAdmin-2/scripts/setup.php HTTP/1.1" 404 484 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:52 +0200] "GET //php-my-admin/scripts/setup.php HTTP/1.1" 404 484 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:52 +0200] "GET //phpMyAdmin-2.5.5/index.php HTTP/1.1" 404 480 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:35:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:34:53 +0200] "GET //phpMyAdmin-2.5.5-pl1/index.php HTTP/1.1" 404 484 "-" "-" 117.169.75.66, 10.24.5.39
Mar 14 21:37:00 webfrontend1 nginx[8491]: 192.168.0.24 - - [14/Mar/2016:23:36:55 +0200] "GET /muieblackcat HTTP/1.1" 404 466 "-" "-" 117.169.75.66, 10.24.5.39
